,index,ID,INV_x,OT,ORD,CLA,TIN,concepta_x,CODEX 1,CODEX 2,CODEX 3,CODEX 4,CODEX 5,CODEX 6,CODEX 7,CODEX 8,CODEX 9,REGESTUM_x,LITTERAE_x,CONCEPTUM_x,DECLINATIO,MASC./FEM.,SING./PL.,IDX,CNS,FORMULA,PRAENOMEN,NOMEN,COGNOMEN,SUPERNOMINA,DUDOSOS,OBS,Unnamed: 0,INV_y,CODEX,concepta_y,REGESTUM_y,LITTERAE_y,CONCEPTUM_y,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
70,70,0,596,1,,NUL,IGN,7,X/X&X/N//i/x/i,X/X&X/N//i/x/i,X/X&X/N//i/x/i,XXXNixi,XXXNixi,XXXNixi,XXXNx,XXXNx,XXXNx,x,GRA,NUM,,,,ημινα Λ {30},ημινα Λ,ημινα,,,,,,"CIL, IV, 5914:  descripsi 1873, contuli 1880. Superius, antiquior.",70,596,NNlXXlXXlXXlIigIigXxg,7,x,GRA,NUM,0,00,000,103,101,89,58,37,24,17,11,9
71,71,0,596,1,,NUL,IGN,7,X/X&X/N//i/x/i,X/X&X/N//i/x/i,X/X&X/N//i/x/i,XXXNixi,XXXNixi,XXXNixi,XXXNx,XXXNx,XXXNx,X,LAT,NUM,,,,L {50},L,,,,,,,"CIL, IV, 5914: descripsi 1873, contuli 1880.",71,596,NNlXXlXXlXXlIigIigXxg,7,X,LAT,NUM,0,00,000,103,101,89,58,37,24,17,11,9
72,72,0,596,1,,NUL,IGN,7,X/X&X/N//i/x/i,X/X&X/N//i/x/i,X/X&X/N//i/x/i,XXXNixi,XXXNixi,XXXNixi,XXXNx,XXXNx,XXXNx,N,LAT,N,,M,,P. Vedi- Cerat-,P. · Ved(i-) · Cer(at-),,P. ·,Ved(i-) ·,Cer(at-),,,"CIL, IV, 5914:  descripsi 1873, contuli 1880. In apocha Iucundiana XL 14 Zangemeister edidit L. Vedi Cerati. Sed L minime certum videtur et potest fuisse P. Ceteri Vedii Pompeiani omnes Publii sunt.",72,596,NNlXXlXXlXXlIigIigXxg,7,N,LAT,N,0,00,000,103,101,89,58,37,24,17,11,9
73,73,0,596,1,,PRO,IGN,7,X/X&X/N//i/x/i,X/X&X/N//i/x/i,X/X&X/N//i/x/i,XXXNixi,XXXNixi,XXXNixi,XXXNx,XXXNx,XXXNx,i,GRA,I,,,,ανθινον,ανθινον,,,,,,ανθινον,"CIL, IV, 5914:  descripsi 1873, contuli 1880. Superius, antiquior.",73,596,NNlXXlXXlXXlIigIigXxg,7,i,GRA,I,0,00,000,103,101,89,58,37,24,17,11,9
74,74,0,596,1,,NUL,IGN,7,X/X&X/N//i/x/i,X/X&X/N//i/x/i,X/X&X/N//i/x/i,XXXNixi,XXXNixi,XXXNixi,XXXNx,XXXNx,XXXNx,i,GRA,I,,,,ζειται Α {1},ζειται Α,,,,,,,"CIL, IV, 5914:  descripsi 1873, contuli 1880. Superius, antiquior.",74,596,NNlXXlXXlXXlIigIigXxg,7,i,GRA,I,0,00,000,103,101,89,58,37,24,17,11,9
75,75,0,601,1,,NUL,ATR,4,N/\i&i/n,N/\x?&x?/n,N/\x&x/n,Niin,Nx?x?n,Nxxn,Nn,Nx?x?n,Nxxn,n,GRA,N,,,,Κλ. Ϲεκουνδ-,δ / Κλ. · Ϲεκουν(δ)-,δ /,,Κλ. ·,Ϲεκουν(δ)-,,,"CIL, IV, 5920: descripsi 1880. Idem nomen, male lectum, habes 2673. 2674. CIL, IV, 6432: Τιη Κλ(αυδίου) Σεκούνδ(ου).",75,601,NNlNngXxgXxg,4,n,GRA,N,0,00,000,50,48,40,25,15,9,6,4,3
76,76,0,601,1,,NUL,RUB,4,N/\i&i/n,N/\x?&x?/n,N/\x&x/n,Niin,Nx?x?n,Nxxn,Nn,Nx?x?n,Nxxn,N,LAT,N,,M,,C. Vetti- Frequen-,C. · V(etti-) · Fr'e(quen-),,C. ·,V(etti-) ·,Fr'e(quen-),,,"CIL, IV, 5920: descripsi 1880.",76,601,NNlNngXxgXxg,4,N,LAT,N,0,00,000,50,48,40,25,15,9,6,4,3
77,77,0,601,1,,NUL,ATR,4,N/\i&i/n,N/\x?&x?/n,N/\x&x/n,Niin,Nx?x?n,Nxxn,Nn,Nx?x?n,Nxxn,i,GRA,NUM?,,,,Δ {4},Δ,,,,Δ,,,\N,77,601,NNlNngXxgXxg,4,i,GRA,NUM?,0,00,000,50,48,40,25,15,9,6,4,3
78,78,0,601,1,,NUL,ATR,4,N/\i&i/n,N/\x?&x?/n,N/\x&x/n,Niin,Nx?x?n,Nxxn,Nn,Nx?x?n,Nxxn,i,GRA,NUM?,,,,ΤΙΗ {318} && Τιη,ΤΙΗ && Τιη(---),,,,ΤΙΗ && Τιη(---),,,"[DANIEL MARTIN-ARROYO]:  Τιβε. Κλ. Ϲεκουνδ- según hipótesis recogida en Marangou-Lerat (1995) p. 135-136, P24. Son múltiples las referencias en el CIL IV. Extraña la disposición del praenomen en una línea superior. La interpretación de las letras del praenomen no es clara.",78,601,NNlNngXxgXxg,4,i,GRA,NUM?,0,00,000,50,48,40,25,15,9,6,4,3
79,79,0,603,1,,NUL,RUB,2,I/I,N/X,N/X,II,NX,NX,,NX,NX,I,LAT,NUM?,,,,m(---),m(---),,,,,,,"CIL, IV, 5922: L. Vettium Valentem habemus in Iucundianis XXVI 18. XXXV 19.",79,603,NNlXXl,2,I,LAT,NUM?,9,98,980,4,4,3,2,2,2,2,2,2
80,80,0,603,1,,NUL,RUB,2,I/I,N/X,N/X,II,NX,NX,,NX,NX,I,LAT,N?,,,,Ve. Va... && M... Ve. Va...,Ve. Va. && M. / Ve. Va.,,M. /,Ve.,Va.,,,"CIL, IV, 5922: L. Vettium Valentem habemus in Iucundianis XXVI 18. XXXV 19.",80,603,NNlXXl,2,I,LAT,N?,9,98,980,4,4,3,2,2,2,2,2,2
81,81,0,605,1,,NUL,IGN,2,N//i,N//i,N//i,Ni,Ni,Ni,N,N,N,N,LAT,N,G,F,S,Viviae Nothidi,Vivia(e) Nothidi,,,Vivia(e),Nothidi,,,"CIL, IV, 5924: descripsi 1874.",81,605,NNlIig,2,N,LAT,N,0,00,000,33,31,24,15,9,6,5,3,2
82,82,0,605,1,,NUL,IGN,2,N//i,N//i,N//i,Ni,Ni,Ni,N,N,N,i,GRA,I,,,,μοριονοϲ,μοριονοϲ,,,,,,μοριονοϲ,"CIL, IV, 5924: descripsi 1874. Ab altera parte.",82,605,NNlIig,2,i,GRA,I,0,00,000,33,31,24,15,9,6,5,3,2
83,83,0,623,1,,NUL,ATR,2,N/\n,N/\n,N/\n,Nn,Nn,Nn,Nn,Nn,Nn,n,GRA,N,G,M,S,Τι. Κλαυδίου ᾿Επαφροδίτου,Τι. Κλ(αυδίου) · Επαφροδιτου,,Τι.,Κλ(αυδίου) ·,Επαφροδιτου,,,"CIL, IV, 5942: Τι. Κλ(αυδίου) · ᾿Επαφροδίτου, cuius alios titulos quaere inter Graeca.",83,623,NNlNng,2,n,GRA,N,6,65,657,34,32,25,15,9,6,5,3,2
84,84,0,623,1,,NUL,RUB,2,N/\n,N/\n,N/\n,Nn,Nn,Nn,Nn,Nn,Nn,N,LAT,N,,M,,A. M. P. && A. Messi- Phronim-,A. · M. · P. · && A. · M(essi-) · P(hronim-) ·,,A. ·,M. · &&M(essi-) ·,P. · && P(hronim-) ·,,,"CIL, IV, 5942: A. M(essius) P(hronimus)? frequens est in apochis Iucundianis.",84,623,NNlNng,2,N,LAT,N,6,65,657,34,32,25,15,9,6,5,3,2
85,85,0,636,0,,NUL,IGN,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,A. U. M. && A. Umbrici- Mosdest-,A. U. M. && A. U(mbrici-) M(osdest-),,A.,U. && U(mbrici-),M. && M(osdest-),,,"CIL, IV, 5955: descripsi 1873, contuli 1880. - A. U(mbrici) M(odesti)? cf. Iucundiana CIV 6. CXIII 10. [DANIEL MARTIN-ARROYO]: esta sigla aparece con y sin interpunciones sobre otros tipos anfóricos (CIL, IV, 5955-5963, 5965-5966, incluyendo ejemplares PO08).",85,636,NNl,1,I,LAT,N?,0,00,000,16,16,12,9,6,4,4,3,2
86,86,0,639,0,,NUL,GIL,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,A. U. M. && A. Umbrici- Mosdest-,A. U. M. && A. U(mbrici-) M(osdest-),,A.,U. && U(mbrici-),M. && M(osdest-),,,"CIL, IV, 5955: A. U(mbrici) M(odesti)? cf. Iucundiana CIV 6. CXIII 10. CIL, IV, 5957: descripsi 1873, contuli 1880. [DANIEL MARTIN-ARROYO]: esta sigla aparece con y sin interpunciones sobre otros tipos anfóricos (CIL, IV, 5955-5963, 5965-5966, incluyendo ejemplares PO08).",86,639,NNl,1,I,LAT,N?,0,00,000,16,16,12,9,6,4,4,3,2
87,87,0,643,1,,NUL,VIR,4,I/X/\I\//i,N?/X/\N?\//i,N/X/\N\//i,IXIi,N?XN?i,NXNi,X,N?XN?,NXN,I,LAT,N?,,,,A. N.,A. N.,,A.,A. && N.,N.,,,"CIL, IV, 5961: inferius, lapide viridi. Descripsi 1873.",87,643,NNlNNlXXlIig,4,I,LAT,N?,0,00,000,95,93,81,51,31,19,12,7,6
88,88,0,643,1,,NUL,IGN,4,I/X/\I\//i,N?/X/\N?\//i,N/X/\N\//i,IXIi,N?XN?i,NXNi,X,N?XN?,NXN,I,LAT,N?,,,,A. U. M. && A. Umbrici- Mosdest-,A. U. M. && A. U(mbrici-) M(osdest-),,A.,U. && U(mbrici-),M. && M(osdest-),,,"CIL, IV, 5955: A. U(mbrici) M(odesti)? cf. Iucundiana CIV 6. CXIII 10. CIL, IV, 5961: descripsi 1873.",88,643,NNlNNlXXlIig,4,I,LAT,N?,0,00,000,95,93,81,51,31,19,12,7,6
89,89,0,643,1,,NUL,IGN,4,I/X/\I\//i,N?/X/\N?\//i,N/X/\N\//i,IXIi,N?XN?i,NXNi,X,N?XN?,NXN,X,LAT,NUM,,,,MLIII {1053},MLIII,,,,,,,"CIL, IV, 5961: pone a, recentior. Descripsi 1873.",89,643,NNlNNlXXlIig,4,X,LAT,NUM,0,00,000,95,93,81,51,31,19,12,7,6
90,90,0,643,1,,NUL,IGN,4,I/X/\I\//i,N?/X/\N?\//i,N/X/\N\//i,IXIi,N?XN?i,NXNi,X,N?XN?,NXN,i,GRA,I,,,,παιονοϲ,παιονοϲ,,,,,,παιονοϲ,"CIL, IV, 5961: ab altera parte. Descripsi 1873.",90,643,NNlNNlXXlIig,4,i,GRA,I,0,00,000,95,93,81,51,31,19,12,7,6
91,91,0,649,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,A. V. S.,A. · V. · S.,,A. ·,V. ·,S.,,,"MARANGOU-LERAT (1995): inscription sur l'épaule; encre rouge. Les mêmes initiales figurent aussi sur une amphore Pompéi X (CIL IV, 5700) et elles ont été développées par les auteurs du corpus en A. V(mbrici) S(cauri).",91,649,NNl,1,N,LAT,N,9,95,959,16,16,12,9,6,4,4,3,2
92,92,0,650,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,A. V. S.,A. · V. · S.,,A. ·,V. ·,S.,,,"MARANGOU-LERAT (1995): inscription sur l'épaule; encre rouge. Les mêmes initiales figurent aussi sur une amphore Pompéi X (CIL IV, 5700) et elles ont été développées par les auteurs du corpus en A. V(mbrici) S(cauri).",92,650,NNl,1,N,LAT,N,9,95,959,16,16,12,9,6,4,4,3,2
93,93,0,658,0,,NUL,RUB,1,I,X?,X,I,X?,X,,X?,X,I,LAT,NUM?,,,,C {100},C,,,,,,,"CIL, IV, 5974: prope ansam.",93,658,XXl,1,I,LAT,NUM?,9,98,986,24,22,17,11,6,4,4,3,2
94,94,0,662,1,,NUL,IGN,4,i/I/X/I,x?/X?/X/N?,x/X/X/N,iIXI,x?X?XN?,xXXN,X,x?X?XN?,xXXN,X,LAT,NUM,,,,CCCC {400},CCCC,,,,,,,"CIL, IV, 5976: M, Ε suprapositum et VCI non vidi, dedi ex apographo Sogliani, qui in fine edidit VET.",94,662,NNlXXlXXlXxg,4,X,LAT,NUM,5,52,520,96,94,82,52,31,19,12,7,6
95,95,0,662,1,,NUL,IGN,4,i/I/X/I,x?/X?/X/N?,x/X/X/N,iIXI,x?X?XN?,xXXN,X,x?X?XN?,xXXN,I,LAT,N?,,,,Lεuci,Lεuci,,,,Lεuci,,,\N,95,662,NNlXXlXXlXxg,4,I,LAT,N?,5,52,520,96,94,82,52,31,19,12,7,6
96,96,0,662,1,,NUL,IGN,4,i/I/X/I,x?/X?/X/N?,x/X/X/N,iIXI,x?X?XN?,xXXN,X,x?X?XN?,xXXN,I,LAT,NUM?,,,,M {1000},M,,,,,,,"CIL, IV, 5976: M, Ε suprapositum et VCI non vidi, dedi ex apographo Sogliani, qui in fine edidit VET.",96,662,NNlXXlXXlXxg,4,I,LAT,NUM?,5,52,520,96,94,82,52,31,19,12,7,6
97,97,0,662,1,,NUL,IGN,4,i/I/X/I,x?/X?/X/N?,x/X/X/N,iIXI,x?X?XN?,xXXN,X,x?X?XN?,xXXN,i,GRA,NUM?,,,,Ε {5},Ε,,,,,,,"CIL, IV, 5976: M, Ε suprapositum et VCI non vidi, dedi ex apographo Sogliani, qui in fine edidit VET.",97,662,NNlXXlXXlXxg,4,i,GRA,NUM?,5,52,520,96,94,82,52,31,19,12,7,6
98,98,0,663,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,P. M. I. && C. M. I.,P. M. I. && C. M. I.,,P. && C.,M. ,I.,,,"CIL, IV, 5977: ad perpendiculum.",98,663,NNl,1,N,LAT,N,9,98,986,16,16,12,9,6,4,4,3,2
99,99,0,664,1,,NUL,IGN,2,i/X,x?/X,x/X,iX,x?X,xX,X,x?X,xX,X,LAT,NUM,,,,CCCC {400},CCCC,,,,,,,"CIL, IV, 5978: descripsi 1873 et denuo 1880; dedi ex apographo meo charta perlucida exarato.",99,664,XXlXxg,2,X,LAT,NUM,0,00,000,28,26,20,13,8,5,5,3,2
100,100,0,664,1,,NUL,IGN,2,i/X,x?/X,x/X,iX,x?X,xX,X,x?X,xX,i,GRA,NUM?,,,,Κ {20},Κ,,,,Κ,,,"CIL, IV, 5978: descripsi 1873 et denuo 1880; dedi ex apographo meo charta perlucida exarato.",100,664,XXlXxg,2,i,GRA,NUM?,0,00,000,28,26,20,13,8,5,5,3,2
101,101,0,665,1,,NUL,IGN,2,i/X,x?/X,x/X,iX,x?X,xX,X,x?X,xX,X,LAT,NUM,,,,CCCC {400} && pondo CCC {300},CCCC && p(ondo) CCC,p(ondo),,,,,,"CIL, IV, 5979: addidi alterius tituli apographon charta perlucida exaratum.",101,665,XXlXxg,2,X,LAT,NUM,6,613,61316,28,26,20,13,8,5,5,3,2
102,102,0,665,1,,NUL,IGN,2,i/X,x?/X,x/X,iX,x?X,xX,X,x?X,xX,i,GRA,NUM?,,,,Π {80},Π,,,,Π,,,"CIL, IV, 5979: addidi alterius tituli apographon charta perlucida exaratum.",102,665,XXlXxg,2,i,GRA,NUM?,6,613,61316,28,26,20,13,8,5,5,3,2
103,103,0,666,1,,NUL,IGN,2,x/X,x/X,x/X,iX,xX,xX,xX,xX,xX,X,LAT,NUM,,,,CCCC {400},CCCC,,,,,,,"CIL, IV, 5979: addidi alterius tituli apographon charta perlucida exaratum.",103,666,XXlXxg,2,X,LAT,NUM,8,80,8024,28,26,20,13,8,5,5,3,2
104,104,0,666,1,,NUL,IGN,2,i/X,x/X,x/X,iX,xX,xX,X,xX,xX,i,GRA,NUM?,,,,Π {80},Π,,,,Π,,,"CIL, IV, 5979: addidi alterius tituli apographon charta perlucida exaratum.",104,666,XXlXxg,2,i,GRA,NUM?,8,80,8024,28,26,20,13,8,5,5,3,2
105,105,0,669,0,,NUL,IGN,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,C. A. B.,[C. A.] B.,,[C.,A.],B.,,,\N,105,669,NNl,1,I,LAT,N?,6,614,61438,16,16,12,9,6,4,4,3,2
106,106,0,673,0,,NUL,GIL,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,C. A. R.,C. A. R.,,C.,A.,R.,,,"CIL, IV, 5986: lapide gilvo.",106,673,NNl,1,I,LAT,N?,6,614,61438,16,16,12,9,6,4,4,3,2
107,107,0,674,0,,NUL,GIL,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,C. A. R.,C. A. R.,,C.,A.,R.,,,"CIL, IV, 5986: lapide gilvo.",107,674,NNl,1,I,LAT,N?,6,614,61438,16,16,12,9,6,4,4,3,2
108,108,0,675,0,,NUL,GIL,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,C. A. R.,C. A. R.,,C.,A.,R.,,,"CIL, IV, 5986: lapide gilvo.",108,675,NNl,1,I,LAT,N?,6,614,61438,16,16,12,9,6,4,4,3,2
109,109,0,676,1,,NUL,GIL,3,i/I/\I,x?/X?/\N?,x/X/\N,iII,x?X?N?,xXN,,x?X?N?,xXN,I,LAT,N?,,,,C. A. R.,C. A. R.,,C.,A.,R.,,,"CIL, IV, 5987: lapide gilvo.",109,676,NNlXXlXxg,3,I,LAT,N?,0,00,000,80,78,69,42,24,16,10,6,5
110,110,0,676,1,,NUL,ATR,3,i/I/\I,x?/X?/\N?,x/X/\N,iII,x?X?N?,xXN,,x?X?N?,xXN,I,LAT,NUM?,,,,IIII {4} && Τ. Τ. Γ. Γ.,IIII && Τ. Τ. Γ. Γ.,,,,,,IIII && Τ. Τ. Γ. Γ.,"CIL, IV, 5987: superius. IIII Sogl.",110,676,NNlXXlXxg,3,I,LAT,NUM?,0,00,000,80,78,69,42,24,16,10,6,5
111,111,0,676,1,,NUL,ATR,3,i/I/\I,x?/X?/\N?,x/X/\N,iII,x?X?N?,xXN,,x?X?N?,xXN,i,GRA,NUM?,,,,Π {80},Π,,,,Π,,,"CIL, IV, 5987: superius.",111,676,NNlXXlXxg,3,i,GRA,NUM?,0,00,000,80,78,69,42,24,16,10,6,5
112,112,0,683,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,C. H. L. -,C. H. L. -,,C.,H.,L. -,,,"CIL, IV, 5994: descripsi et contuli.",112,683,NNl,1,N,LAT,N,5,52,520,16,16,12,9,6,4,4,3,2
113,113,0,692,1,,NUL,IGN,2,N/I,N/N?,N/N,NI,NN?,NN,N,NN?,NN,N,LAT,N,,M,,C. Mutti- Capito- && C. M. C.,C. M(utti-) C(apito-) && C. M. C.,,C.,M(utti-) && M.,C(apito-) && C.,,,"CIL, IV, 6002: descripsi et contuli. C. Muttius Capito extat X 1073.",113,692,NNlNNl,2,N,LAT,N,5,52,520,2,2,2,2,2,2,2,2,2
114,114,0,692,1,,NUL,IGN,2,N/I,N/N?,N/N,NI,NN?,NN,N,NN?,NN,I,LAT,N?,,,,D. A. M. && D. N. M.,D. [A.] M. && D. [N.] M.,,D.,[A.] && [N.],M.,,,"CIL, IV, 6002: descripsi et contuli.",114,692,NNlNNl,2,I,LAT,N?,5,52,520,2,2,2,2,2,2,2,2,2
115,115,0,696,0,,NUL,IGN,1,I,I,I,I,I,I,,,,I,LAT,I,,,,C. O.,C'. O.,,C'.,O.,,,,\N,115,696,IIl,1,I,LAT,I,8,80,8015,23,21,16,11,6,4,4,3,2
116,116,0,697,1,,NUL,IGN,3,I/I&I,N?/X?&I,N/X&I,III,N?X?I,NXI,,N?X?,NX,I,LAT,N?,,,,C. O. C. L.,C. O. C. L.,,C.,O.,C. L.,,,"CIL, IV, 6007: COCL | NILGOMS D?",116,697,IIlNNlXXl,3,I,LAT,N?,8,80,8015,73,71,62,39,22,14,10,6,5
117,117,0,697,1,,NUL,IGN,3,I/I&I,N?/X?&I,N/X&I,III,N?X?I,NXI,,N?X?,NX,I,LAT,NUM?,,,,D {500},D,,,,,,,"CIL, IV, 6007: COCL | NILGOMS D?",117,697,IIlNNlXXl,3,I,LAT,NUM?,8,80,8015,73,71,62,39,22,14,10,6,5
118,118,0,697,1,,NUL,IGN,3,I/I&I,N?/X?&I,N/X&I,III,N?X?I,NXI,,N?X?,NX,I,LAT,I,,,,nilgoms,nil[g]oms,,,,,,,"CIL, IV, 6007: COCL | NILGOMS D?",118,697,IIlNNlXXl,3,I,LAT,I,8,80,8015,73,71,62,39,22,14,10,6,5
119,119,0,700,1,,NUL,RUB,2,I/\X,I/\X,I/\X,IX,IX,IX,X,X,X,I,LAT,I,,,,C. O. R.,C'. O. R.,,,,,,,"CIL, IV, 6010: C alta est 0,065.",119,700,IIlXXl,2,I,LAT,I,8,80,8037,7,7,6,4,2,2,2,2,2
120,120,0,700,1,,NUL,CAR,2,I/\X,I/\X,I/\X,IX,IX,IX,X,X,X,X,LAT,NUM,,,,XXIIII {24},XXIIII,,,,,,,"CIL, IV, 6010: inferius ad sin.",120,700,IIlXXl,2,X,LAT,NUM,8,80,8037,7,7,6,4,2,2,2,2,2
121,121,0,707,0,,NUL,RUB,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,D. A. E.,D. A. E.,,D. ,A.,E.,,,\N,121,707,NNl,1,I,LAT,N?,9,98,986,16,16,12,9,6,4,4,3,2
122,122,0,720,1,,NUL,IGN,2,I/N,I/N,I/N,IN,IN,IN,N,N,N,N,LAT,N,,M,,C. T. C. ...,C. T. C. [---],,C.,T.,C. [---],,,"CIL, IV, 6029: inferius.",122,720,IIlNNl,2,N,LAT,N,0,00,000,5,5,4,3,2,2,2,2,2
123,123,0,720,1,,NUL,IGN,2,I/N,I/N,I/N,IN,IN,IN,N,N,N,I,LAT,I,,,,fom...,fom[---],,,,,,,"CIL, IV, 6029: litteris minutis, evanida.",123,720,IIlNNl,2,I,LAT,I,0,00,000,5,5,4,3,2,2,2,2,2
124,124,0,721,0,,NUL,IGN,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,F. R. ... && fr...,F. R. [---] && fr[---],,F.,R.,[---],,,"CIL, IV, 6030: admodum evanida.",124,721,NNl,1,I,LAT,N?,6,614,61438,16,16,12,9,6,4,4,3,2
125,125,0,726,1,,NUL,IGN,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,,,,G. M. F. Gim.,G. M. · F. Gim.,,G.,M. ·,F. Gim.,,,"CIL, IV, 6035: dedi ex apographo meo charta perlucida exarato. Non expedivi.",125,726,NNlNNl,2,N,LAT,N,9,99,990,2,2,2,2,2,2,2,2,2
126,126,0,726,1,,NUL,IGN,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,,M,,L. Octavi- Font.,L. Oct(avi-) Font.,,L.,Oct(avi-),Font.,,,"CIL, IV, 6035: dedi ex apographo meo charta perlucida exarato. L. Oct(avius) Fene...?",126,726,NNlNNl,2,N,LAT,N,9,99,990,2,2,2,2,2,2,2,2,2
127,127,0,728,0,,NUL,IGN,1,I,I,I\,I,I,I,,,,I,LAT,I,,,,heer && hfer,heer && hfer,,,,,,,"CIL, IV, 6037: secunda littera potest esse F.",127,728,IIl,1,I,LAT,I,9,97,974,23,21,16,11,6,4,4,3,2
128,128,0,732,1,,NUL,IGN,2,X/I,X/I,X/I,XI,XI,XI,X,X,X,X,LAT,NUM,,,,annorum IIII {4},I a(nnorum) a(nnorum) a(nnorum),a(nnorum),,,,,,\N,128,732,IIlXXl,2,X,LAT,NUM,9,96,965,7,7,6,4,2,2,2,2,2
129,129,0,732,1,,NUL,IGN,2,X/I,X/I,X/I,XI,XI,XI,X,X,X,I,LAT,I,,,,Bar...,Bar'(---),,,,,,,\N,129,732,IIlXXl,2,I,LAT,I,9,96,965,7,7,6,4,2,2,2,2,2
130,130,0,734,1,,NUL,IGN,2,i/X,x?/X,x/X,iX,x?X,xX,X,x?X,xX,X,LAT,NUM,,,,CCCC {400},CCCC,,,,,,,\N,130,734,XXlXxg,2,X,LAT,NUM,8,80,8015,28,26,20,13,8,5,5,3,2
131,131,0,734,1,,NUL,IGN,2,i/X,x?/X,x/X,iX,x?X,xX,X,x?X,xX,i,GRA,NUM?,,,,K {20},K,,,,,,,\N,131,734,XXlXxg,2,i,GRA,NUM?,8,80,8015,28,26,20,13,8,5,5,3,2
132,132,0,744,1,,NUL,IGN,2,N/I,N/X?,N/X,NI,NX?,NX,N,NX?,NX,I,LAT,NUM?,,,,I {1},I,,,,,,,"CIL, IV, 6053: prope ansam.",132,744,NNlXXl,2,I,LAT,NUM?,5,52,520,4,4,3,2,2,2,2,2,2
133,133,0,744,1,,NUL,IGN,2,N/I,N/X?,N/X,NI,NX?,NX,N,NX?,NX,N,LAT,N,,M,,L. C. L.,L. C. L.,,L.,C.,L.,,,"CIL, IV, 6053: puncta parum certa sunt, quia tota amphora parvis maculis conspersa est. Linea superior litterae C tangit hastam littera L; ideo Sogliano eas nexu iunctas esse et CAL significari suspicatur; non recte. L. Caesium Longum habes in sepulcrali Röm. Mitth. 1888 p. 131 = Eph. VIII p. 88 n. 321, L. Ceium Labeonem X 1037, L. Ceium Luciferum X 1040.",133,744,NNlXXl,2,N,LAT,N,5,52,520,4,4,3,2,2,2,2,2,2
134,134,0,752,1,,NUL,IGN,3,n/N//\P,n/N//\P,n/N//\P,nNP,nNP,nNP,nNP,nNP,nNP,n,GRA,N,G,M,S,διὰ Λύκου,δ'ια Λυκου,δια,,,Λυκου,,,\N,134,752,NNlPPlNng,3,n,GRA,N,6,613,61316,86,84,73,45,25,16,10,6,5
135,135,0,752,1,,NUL,IGN,3,n/N//\P,n/N//\P,n/N//\P,nNP,nNP,nNP,nNP,nNP,nNP,N,LAT,N,,M,,L. I. Se.,L. · I. · Se.,,L. ·,I. ·,Se.,,,\N,135,752,NNlPPlNng,3,N,LAT,N,6,613,61316,86,84,73,45,25,16,10,6,5
136,136,0,752,1,,PRO,VIR,3,n/N//\P,n/N//\P,n/N//\P,nNP,nNP,nNP,nNP,nNP,nNP,P,LAT,P,,,,nux,nux,,,,,,,"CIL, IV, 6060: in ventre, lapide viridi. Non expedivi. [DANIEL MARTIN-ARROYO]: el término latino se traduce por ""nuez"", aunque el empleo del singular resulta extraño.",136,752,NNlPPlNng,3,P,LAT,P,6,613,61316,86,84,73,45,25,16,10,6,5
137,137,0,753,1,,NUL,ATR,3,I/N/\I,I/N/\I,I/N/\I,INI,INI,INI,N,N,N,N,LAT,N,,,,L. I. Se.,L'. · I. Se. ·,,L'. ·,I. && Ise. ·,Se. ·,,,"PANELLA (1976): Iscrizione pennellata in nero, a lettere minute sulla spalla (h. lettere 1 cm circa) leggeremente spostata verso l'ansa destra, da leggere probabilmente: OPTA/ L.I.SE; al di sotto di essa sulla pancia un segno in verde alto 14 cm [sic; 4 cm]. Si veda C.I.L., IV, 6061, sotto forma VIII, ove compare un titulus molto simile, ma non il segno in gesso verde che è riportato invece sotto l'iscrizione 6060. MARANGOU-LERAT (1995) P58: inscription sur l'épaule; encre noire.",137,753,IIlIIlNNl,3,N,LAT,N,9,97,9720,75,73,64,39,22,14,10,6,5
